Compound,Channel,Experiment,Dose,Response
ranolazine,hERG,12,100,92.19034707
ranolazine,hERG,12,100,95.98383948
ranolazine,hERG,12,100,95.69815618
ranolazine,hERG,12,100,90.25618221
ranolazine,hERG,12,100,94.58286334
ranolazine,hERG,12,100,95.09295011
ranolazine,hERG,12,100,92.19023861
ranolazine,hERG,12,100,94.80737527
ranolazine,hERG,12,100,93.83752711
ranolazine,hERG,12,100,92.72603037
ranolazine,hERG,12,100,92.51464208
ranolazine,hERG,12,100,95.61529284
ranolazine,hERG,12,100,88.47516269
ranolazine,hERG,12,100,96.27830803
ranolazine,hERG,12,100,89.65954447
ranolazine,hERG,12,100,93.56388286
ranolazine,hERG,13,3,30
ranolazine,hERG,13,10,53.2
ranolazine,hERG,13,30,78.8
ranolazine,hERG,13,100,97.9
ranolazine,hERG,13,3,26.3
ranolazine,hERG,13,10,51.2
ranolazine,hERG,13,30,80
ranolazine,hERG,13,100,100.9
ranolazine,hERG,13,3,25.9
ranolazine,hERG,13,10,49.4
ranolazine,hERG,13,30,79.2
ranolazine,hERG,13,100,96.1
ranolazine,hERG,13,3,33.9
ranolazine,hERG,13,10,50.1
ranolazine,hERG,13,30,75.3
ranolazine,hERG,13,100,94.7
ranolazine,hERG,13,3,25.1
ranolazine,hERG,13,10,47.6
ranolazine,hERG,13,30,76
ranolazine,hERG,13,100,96.7
ranolazine,hERG,13,3,25.2
ranolazine,hERG,13,10,47.5
ranolazine,hERG,13,30,78.2
ranolazine,hERG,13,100,94.4
ranolazine,hERG,13,3,34.3
ranolazine,hERG,13,10,60.7
ranolazine,hERG,13,30,83.1
ranolazine,hERG,13,100,98.2
ranolazine,hERG,13,3,35.7
ranolazine,hERG,13,10,59.2
ranolazine,hERG,13,30,82.3
ranolazine,hERG,13,100,102.1
ranolazine,hERG,13,3,30.2
ranolazine,hERG,13,10,52.7
ranolazine,hERG,13,30,81.5
ranolazine,hERG,13,100,96.4
ranolazine,hERG,13,3,26.7
ranolazine,hERG,13,10,48.8
ranolazine,hERG,13,30,78.6
ranolazine,hERG,13,100,95.9
ranolazine,hERG,13,3,31
ranolazine,hERG,13,10,48.3
ranolazine,hERG,13,30,75.8
ranolazine,hERG,13,100,95.5
ranolazine,hERG,13,3,35.3
ranolazine,hERG,13,10,57.8
ranolazine,hERG,13,30,79.4
ranolazine,hERG,13,100,96.4
ranolazine,hERG,13,3,17.9
ranolazine,hERG,13,10,41
ranolazine,hERG,13,30,74.5
ranolazine,hERG,13,100,95.2
risperidone,hERG,1,0.002,41.91919192
risperidone,hERG,1,0.002,34.97536946
risperidone,hERG,1,0.002,30.1980198
risperidone,hERG,1,0.02,55.80808081
risperidone,hERG,1,0.02,50.98522167
risperidone,hERG,1,0.02,42.57425743
risperidone,hERG,1,0.2,75
risperidone,hERG,1,0.2,71.97044335
risperidone,hERG,1,0.2,62.52475248
risperidone,hERG,1,2,96.96969697
risperidone,hERG,1,2,89.50738916
risperidone,hERG,1,2,87.5049505
risperidone,hERG,2,0.002,5.983585
risperidone,hERG,2,0.02,8.392904
risperidone,hERG,2,0.2,20.889595
risperidone,hERG,2,2,61.080222
risperidone,hERG,2,0.002,2.960383
risperidone,hERG,2,0.02,2.176752
risperidone,hERG,2,0.2,15.324336
risperidone,hERG,2,2,59.251197
risperidone,hERG,2,0.002,10.169492
risperidone,hERG,2,0.02,12.522135
risperidone,hERG,2,0.2,30.053124
risperidone,hERG,2,2,66.632937
risperidone,hERG,3,0.002,3.219
risperidone,hERG,3,0.002,-6.677
risperidone,hERG,3,0.002,1.9
risperidone,hERG,3,0.002,18.449
risperidone,hERG,3,0.2,73.34
risperidone,hERG,3,0.2,77.106
risperidone,hERG,3,0.02,14.419
risperidone,hERG,3,0.02,14.579
risperidone,hERG,3,0.02,15.657
risperidone,hERG,3,0.02,26.323
risperidone,hERG,3,2,101.306
risperidone,hERG,3,2,102.483
risperidone,hERG,3,2,96.573
risperidone,hERG,3,2,102.509
risperidone,hERG,3,0.2,71.556
risperidone,hERG,3,0.2,72.126
risperidone,hERG,4,0.002,16.73837
risperidone,hERG,4,0.02,11.69339
risperidone,hERG,4,0.2,30.81736
risperidone,hERG,4,2,84.64998
risperidone,hERG,4,0.002,-2.52573
risperidone,hERG,4,0.02,-6.22077
risperidone,hERG,4,0.2,11.78672
risperidone,hERG,4,2,80.16838
risperidone,hERG,4,0.002,11.65192
risperidone,hERG,4,0.02,17.40413
risperidone,hERG,4,0.2,28.46608
risperidone,hERG,4,2,66.0767
risperidone,hERG,4,0.002,15.74468
risperidone,hERG,4,0.02,1.134752
risperidone,hERG,4,0.2,11.77305
risperidone,hERG,4,2,55.88653
risperidone,hERG,4,0.002,4.122807
risperidone,hERG,4,0.02,9.649123
risperidone,hERG,4,0.2,21.57895
risperidone,hERG,4,2,61.75439
risperidone,hERG,4,0.002,7.242064
risperidone,hERG,4,0.02,10.01984
risperidone,hERG,4,0.2,20.73413
risperidone,hERG,4,2,62.10318
risperidone,hERG,4,0.002,5.731832
risperidone,hERG,4,0.02,11.1566
risperidone,hERG,4,0.2,24.97441
risperidone,hERG,4,2,65.81372
risperidone,hERG,4,0.002,2.857143
risperidone,hERG,4,0.02,10.37594
risperidone,hERG,4,0.2,30.07519
risperidone,hERG,4,2,73.53384
risperidone,hERG,4,0.002,4.647984
risperidone,hERG,4,0.02,10.79973
risperidone,hERG,4,0.2,22.8298
risperidone,hERG,4,2,59.26179
risperidone,hERG,4,0.002,6.138614
risperidone,hERG,4,0.02,8.415842
risperidone,hERG,4,0.2,26.63366
risperidone,hERG,4,2,69.70297
risperidone,hERG,4,0.002,3.15534
risperidone,hERG,4,0.02,10.31553
risperidone,hERG,4,0.2,26.45631
risperidone,hERG,4,2,68.32524
risperidone,hERG,4,0.002,4.736842
risperidone,hERG,4,0.02,12.10526
risperidone,hERG,4,0.2,23.1579
risperidone,hERG,4,2,55.13158
risperidone,hERG,5,0.002,10.15406162
risperidone,hERG,5,0.002,-0.724637681
risperidone,hERG,5,0.002,0.10460251
risperidone,hERG,5,0.002,2.133105802
risperidone,hERG,5,0.02,21.91876751
risperidone,hERG,5,0.02,18.23671498
risperidone,hERG,5,0.02,8.891213389
risperidone,hERG,5,0.02,3.412969283
risperidone,hERG,5,0.2,34.87394958
risperidone,hERG,5,0.2,33.45410628
risperidone,hERG,5,0.2,20.60669456
risperidone,hERG,5,0.2,19.11262799
risperidone,hERG,5,2,79.76190476
risperidone,hERG,5,2,78.38164251
risperidone,hERG,5,2,82.63598326
risperidone,hERG,5,2,76.53583618
risperidone,hERG,6,0.2,-2.18
risperidone,hERG,6,0.02,15.03
risperidone,hERG,6,2,70.15
risperidone,hERG,6,0.2,19.34
risperidone,hERG,6,2,58.95
risperidone,hERG,6,0.002,8.71
risperidone,hERG,6,0.002,-5.99
risperidone,hERG,6,0.2,6.62
risperidone,hERG,6,0.02,-2.65
risperidone,hERG,6,0.002,8.87
risperidone,hERG,6,0.02,4.28
risperidone,hERG,6,2,63.4
risperidone,hERG,7,0.002,-0.61233
risperidone,hERG,7,0.002,7.3694
risperidone,hERG,7,0.002,3.7331
risperidone,hERG,7,0.002,6.6341
risperidone,hERG,7,0.002,10.644
risperidone,hERG,7,0.002,-2.9441
risperidone,hERG,7,0.002,-4.9304
risperidone,hERG,7,0.002,-0.01545
risperidone,hERG,7,0.002,2.3627
risperidone,hERG,7,0.02,5.3487
risperidone,hERG,7,0.02,16.714
risperidone,hERG,7,0.02,10.569
risperidone,hERG,7,0.02,10.029
risperidone,hERG,7,0.02,10.63
risperidone,hERG,7,0.02,-1.5541
risperidone,hERG,7,0.02,0.48997
risperidone,hERG,7,0.02,0.30829
risperidone,hERG,7,0.02,12.54
risperidone,hERG,7,0.2,21.326
risperidone,hERG,7,0.2,32.416
risperidone,hERG,7,0.2,29.402
risperidone,hERG,7,0.2,27.874
risperidone,hERG,7,0.2,39.93
risperidone,hERG,7,0.2,24.036
risperidone,hERG,7,0.2,34.989
risperidone,hERG,7,0.2,27.492
risperidone,hERG,7,0.2,34.501
risperidone,hERG,7,2,88.634
risperidone,hERG,7,2,93.738
risperidone,hERG,7,2,90.287
risperidone,hERG,7,2,89.538
risperidone,hERG,7,2,100.38
risperidone,hERG,7,2,92.723
risperidone,hERG,7,2,98.826
risperidone,hERG,7,2,108.16
risperidone,hERG,7,2,91.07
risperidone,hERG,8,0.002,8.85
risperidone,hERG,8,0.002,-10.04
risperidone,hERG,8,0.002,9.24
risperidone,hERG,8,0.002,-1.04
risperidone,hERG,8,0.02,-5.03
risperidone,hERG,8,0.02,6.82
risperidone,hERG,8,0.02,-5.02
risperidone,hERG,8,0.2,40.95
risperidone,hERG,8,0.2,18.72
risperidone,hERG,8,2,79.39
risperidone,hERG,8,2,83.76
risperidone,hERG,8,2,73.75
risperidone,hERG,8,2,75.96
risperidone,hERG,8,2,78.84
risperidone,hERG,8,2,79.07
risperidone,hERG,8,2,85.61
risperidone,hERG,8,2,79.74
risperidone,hERG,8,0.2,25.11
risperidone,hERG,8,0.2,7.58
risperidone,hERG,8,0.2,16.52
risperidone,hERG,8,0.2,7.53
risperidone,hERG,8,0.2,21.53
risperidone,hERG,8,0.2,18.69
risperidone,hERG,8,0.02,-4.06
risperidone,hERG,8,0.02,5.43
risperidone,hERG,8,0.02,18
risperidone,hERG,8,0.002,-0.45
risperidone,hERG,8,0.002,-5.71
risperidone,hERG,8,0.002,-2.06
risperidone,hERG,8,0.002,1.77
risperidone,hERG,9,0.002,6.05
risperidone,hERG,9,0.002,10.3
risperidone,hERG,9,0.002,12.7
risperidone,hERG,9,0.02,7.22
risperidone,hERG,9,0.02,10.4
risperidone,hERG,9,0.02,13.2
risperidone,hERG,9,0.02,16.3
risperidone,hERG,9,0.2,14.1
risperidone,hERG,9,0.2,18
risperidone,hERG,9,0.2,18.4
risperidone,hERG,9,0.2,19.6
risperidone,hERG,9,0.2,24
risperidone,hERG,9,2,71.5
risperidone,hERG,9,2,74.2
risperidone,hERG,9,2,74.5
risperidone,hERG,9,2,76.6
risperidone,hERG,9,2,76.6
sotalol,hERG,1,10,-0.49
sotalol,hERG,1,10,-9.4
sotalol,hERG,1,10,-15.71
sotalol,hERG,1,10,7.1
sotalol,hERG,1,10,1.6
sotalol,hERG,1,10,10.94
sotalol,hERG,1,30,28
sotalol,hERG,1,30,6.99
sotalol,hERG,1,30,8.8
sotalol,hERG,1,30,-1.79
sotalol,hERG,1,30,45.64
sotalol,hERG,1,30,22.14
sotalol,hERG,1,30,20.43
sotalol,hERG,1,30,27.53
sotalol,hERG,1,30,30.04
sotalol,hERG,1,100,27.07
sotalol,hERG,1,100,35.6
sotalol,hERG,1,100,37.59
sotalol,hERG,1,100,19.73
sotalol,hERG,1,100,32.28
sotalol,hERG,1,100,42.27
sotalol,hERG,1,100,-6.53
sotalol,hERG,1,100,16.68
sotalol,hERG,1,300,17.52
sotalol,hERG,1,300,52.12
sotalol,hERG,1,300,23.16
sotalol,hERG,1,300,30.27
sotalol,hERG,1,300,36.81
sotalol,hERG,1,300,49.07
sotalol,hERG,1,300,35.14
sotalol,hERG,1,300,38.66
sotalol,hERG,1,300,40.15
sotalol,hERG,2,10,5.910165485
sotalol,hERG,2,10,2.922755741
sotalol,hERG,2,10,-9.871244635
sotalol,hERG,2,10,14.08450704
sotalol,hERG,2,30,15.60283688
sotalol,hERG,2,30,4.592901879
sotalol,hERG,2,30,-10.51502146
sotalol,hERG,2,30,18.77934272
sotalol,hERG,2,100,22.22222222
sotalol,hERG,2,100,16.91022965
sotalol,hERG,2,100,9.871244635
sotalol,hERG,2,100,37.55868545
sotalol,hERG,2,300,43.97163121
sotalol,hERG,2,300,44.46764092
sotalol,hERG,2,300,52.78969957
sotalol,hERG,2,300,55.39906103
sotalol,hERG,3,10,10.3292
sotalol,hERG,3,10,14.7777
sotalol,hERG,3,10,11.3742
sotalol,hERG,3,30,19.2395
sotalol,hERG,3,30,23.2937
sotalol,hERG,3,30,26.6845
sotalol,hERG,3,100,36.1805
sotalol,hERG,3,100,41.9224
sotalol,hERG,3,100,52.9353
sotalol,hERG,3,300,62.4858
sotalol,hERG,3,300,69.0044
sotalol,hERG,3,300,79.8866
sotalol,hERG,4,9,-7.934
sotalol,hERG,4,9,1.069
sotalol,hERG,4,9,-2.402
sotalol,hERG,4,9,-16.292
sotalol,hERG,4,9,30.218
sotalol,hERG,4,30,1.638
sotalol,hERG,4,30,16.801
sotalol,hERG,4,30,-2.857
sotalol,hERG,4,30,-6.563
sotalol,hERG,4,30,28.899
sotalol,hERG,4,90,29.124
sotalol,hERG,4,90,23.066
sotalol,hERG,4,90,8.053
sotalol,hERG,4,90,17.761
sotalol,hERG,4,90,27.987
sotalol,hERG,4,300,56.624
sotalol,hERG,4,300,55.797
sotalol,hERG,4,300,47.676
sotalol,hERG,4,300,58.834
sotalol,hERG,4,300,57.133
sotalol,hERG,4,300,36.216
sotalol,hERG,5,10,11.44
sotalol,hERG,5,30,15.26
sotalol,hERG,5,100,42.23
sotalol,hERG,5,300,70.72
sotalol,hERG,5,10,-8.31
sotalol,hERG,5,30,-0.08
sotalol,hERG,5,100,17.45
sotalol,hERG,5,300,49.3
sotalol,hERG,5,10,5.1
sotalol,hERG,5,30,3.09
sotalol,hERG,5,100,27.1
sotalol,hERG,5,300,58
sotalol,hERG,5,10,-7.19
sotalol,hERG,5,30,0.38
sotalol,hERG,5,100,16.68
sotalol,hERG,5,300,45.5
sotalol,hERG,5,10,-2.95
sotalol,hERG,5,30,-2.86
sotalol,hERG,5,100,14.03
sotalol,hERG,5,300,42.1
sotalol,hERG,5,10,-49.74
sotalol,hERG,5,30,-34.63
sotalol,hERG,5,100,28.17
sotalol,hERG,5,300,61.24
sotalol,hERG,5,10,10.27
sotalol,hERG,5,30,18.33
sotalol,hERG,5,100,45.53
sotalol,hERG,5,300,68.01
sotalol,hERG,5,10,-3.64
sotalol,hERG,5,30,1.39
sotalol,hERG,5,100,18.09
sotalol,hERG,5,300,61.84
sotalol,hERG,5,10,4.71
sotalol,hERG,5,30,-8.52
sotalol,hERG,5,100,-2.16
sotalol,hERG,5,300,47.84
sotalol,hERG,5,10,12.95
sotalol,hERG,5,30,25.96
sotalol,hERG,5,100,55.51
sotalol,hERG,5,300,106.35
sotalol,hERG,5,10,-5.23
sotalol,hERG,5,30,2.69
sotalol,hERG,5,100,23.02
sotalol,hERG,5,300,69.38
sotalol,hERG,5,10,-22.33
sotalol,hERG,5,30,-1.84
sotalol,hERG,5,100,55.71
sotalol,hERG,5,300,131.53
sotalol,hERG,5,10,-26.8
sotalol,hERG,5,30,-4.36
sotalol,hERG,5,100,35.98
sotalol,hERG,5,300,55.63
sotalol,hERG,5,10,-9.01
sotalol,hERG,5,30,3.73
sotalol,hERG,5,100,27.21
sotalol,hERG,5,300,114.04
sotalol,hERG,6,9.99,3.433001107
sotalol,hERG,6,9.99,3.883495146
sotalol,hERG,6,9.99,1.330203443
sotalol,hERG,6,30,3.65448505
sotalol,hERG,6,30,7.073509015
sotalol,hERG,6,30,11.26760563
sotalol,hERG,6,99.99,17.05426357
sotalol,hERG,6,99.99,22.46879334
sotalol,hERG,6,99.99,37.48043818
sotalol,hERG,6,300,34.88372093
sotalol,hERG,6,300,54.64632455
sotalol,hERG,6,300,58.68544601
sotalol,hERG,7,10,4.19
sotalol,hERG,7,30,6.22
sotalol,hERG,7,100,18.06
sotalol,hERG,7,300,46.49
sotalol,hERG,7,10,7.18
sotalol,hERG,7,30,10.29
sotalol,hERG,7,100,20.67
sotalol,hERG,7,300,41.03
sotalol,hERG,7,10,-1.53
sotalol,hERG,7,30,-5.55
sotalol,hERG,7,100,9.49
sotalol,hERG,7,300,30.23
sotalol,hERG,8,9.99,5.9927
sotalol,hERG,8,9.99,6.0493
sotalol,hERG,8,9.99,8.6276
sotalol,hERG,8,9.99,0.10352
sotalol,hERG,8,30,18.954
sotalol,hERG,8,30,21.543
sotalol,hERG,8,30,21.99
sotalol,hERG,8,30,13.224
sotalol,hERG,8,99.99,39.009
sotalol,hERG,8,99.99,35.156
sotalol,hERG,8,99.99,44.041
sotalol,hERG,8,99.99,37.181
sotalol,hERG,8,300,65.117
sotalol,hERG,8,300,61.839
sotalol,hERG,8,300,69.449
sotalol,hERG,8,300,63.46
sotalol,hERG,9,300,88.06
sotalol,hERG,9,300,64.3
sotalol,hERG,9,300,71.59
sotalol,hERG,9,300,85.09
sotalol,hERG,9,300,83.53
sotalol,hERG,9,300,78.65
sotalol,hERG,9,300,86.78
sotalol,hERG,9,300,79.55
sotalol,hERG,9,300,77.21
sotalol,hERG,9,300,80.04
sotalol,hERG,9,300,77.4
sotalol,hERG,9,100,49.17
sotalol,hERG,9,100,57.21
sotalol,hERG,9,100,42.3
sotalol,hERG,9,100,57.7
sotalol,hERG,9,100,57.13
sotalol,hERG,9,100,47.42
sotalol,hERG,9,100,48.25
sotalol,hERG,9,100,37.93
sotalol,hERG,9,100,56.36
sotalol,hERG,9,100,51.08
sotalol,hERG,9,30,52.02
sotalol,hERG,9,30,31.12
sotalol,hERG,9,30,31.44
sotalol,hERG,9,30,44.96
sotalol,hERG,9,30,13.57
sotalol,hERG,9,30,41.96
sotalol,hERG,9,30,31.21
sotalol,hERG,9,30,34.53
sotalol,hERG,9,30,43.08
sotalol,hERG,9,30,54.8
sotalol,hERG,9,30,40.67
sotalol,hERG,9,10,43.23
sotalol,hERG,9,10,31.63
sotalol,hERG,9,10,20.7
sotalol,hERG,9,10,43.85
sotalol,hERG,9,10,34.75
sotalol,hERG,9,10,31.53
sotalol,hERG,9,10,31.42
sotalol,hERG,9,10,36.71
sotalol,hERG,9,10,34.98
sotalol,hERG,10,10,33.51
sotalol,hERG,10,10,44.59
sotalol,hERG,10,10,16.61
sotalol,hERG,10,10,17.67
sotalol,hERG,10,10,14.6
sotalol,hERG,10,10,39.33
sotalol,hERG,10,10,36.43
sotalol,hERG,10,10,21.33
sotalol,hERG,10,30,21.2
sotalol,hERG,10,30,37.51
sotalol,hERG,10,30,11.46
sotalol,hERG,10,30,41.98
sotalol,hERG,10,30,55.67
sotalol,hERG,10,30,39.72
sotalol,hERG,10,30,70.07
sotalol,hERG,10,30,52.62
sotalol,hERG,10,30,24.95
sotalol,hERG,10,30,7.18
sotalol,hERG,10,100,67.99
sotalol,hERG,10,100,62.69
sotalol,hERG,10,100,38
sotalol,hERG,10,100,51.49
sotalol,hERG,10,100,71.31
sotalol,hERG,10,100,51.94
sotalol,hERG,10,100,71.99
sotalol,hERG,10,100,43.43
sotalol,hERG,10,100,62.44
sotalol,hERG,10,100,72.84
sotalol,hERG,10,100,56.81
sotalol,hERG,10,300,78.84
sotalol,hERG,10,300,78.03
sotalol,hERG,10,300,74.27
sotalol,hERG,10,300,74.87
sotalol,hERG,10,300,70.77
sotalol,hERG,10,300,76.33
sotalol,hERG,10,300,76.36
sotalol,hERG,10,300,67.18
sotalol,hERG,10,10,56.78
sotalol,hERG,10,10,71.33
sotalol,hERG,10,10,40.44
sotalol,hERG,10,10,21.83
sotalol,hERG,10,10,54.66
sotalol,hERG,10,10,32.92
sotalol,hERG,10,10,28.44
sotalol,hERG,10,10,44.4
sotalol,hERG,10,10,41.36
sotalol,hERG,10,10,39.46
sotalol,hERG,10,10,37.63
sotalol,hERG,10,10,64.82
sotalol,hERG,10,10,36.78
sotalol,hERG,10,10,51.34
sotalol,hERG,10,30,32.25
sotalol,hERG,10,30,45.54
sotalol,hERG,10,30,35.44
sotalol,hERG,10,30,50.48
sotalol,hERG,10,30,52.01
sotalol,hERG,10,30,33.16
sotalol,hERG,10,30,44.71
sotalol,hERG,10,30,47.57
sotalol,hERG,10,30,32.24
sotalol,hERG,10,30,39.39
sotalol,hERG,10,30,51.78
sotalol,hERG,10,30,45.84
sotalol,hERG,10,30,29.74
sotalol,hERG,10,30,67.49
sotalol,hERG,10,30,48.64
sotalol,hERG,10,100,54.43
sotalol,hERG,10,100,48.81
sotalol,hERG,10,100,57.3
sotalol,hERG,10,100,64.67
sotalol,hERG,10,100,50.75
sotalol,hERG,10,100,60.6
sotalol,hERG,10,100,49.38
sotalol,hERG,10,100,55.94
sotalol,hERG,10,100,42.48
sotalol,hERG,10,100,28.62
sotalol,hERG,10,100,44.62
sotalol,hERG,10,100,85.01
sotalol,hERG,10,300,80.41
sotalol,hERG,10,300,65.76
sotalol,hERG,10,300,70.1
sotalol,hERG,10,300,82.67
sotalol,hERG,10,300,62.62
sotalol,hERG,10,300,70.85
sotalol,hERG,10,300,68.11
sotalol,hERG,10,300,74.92
sotalol,hERG,10,300,73.55
sotalol,hERG,10,300,59.25
sotalol,hERG,10,300,50.42
sotalol,hERG,10,300,72.95
sotalol,hERG,10,300,76.34
sotalol,hERG,10,300,69.13
sotalol,hERG,11,9.999,4.903536902
sotalol,hERG,11,9.999,7.917428994
sotalol,hERG,11,9.999,1.100244011
sotalol,hERG,11,9.999,3.574015489
sotalol,hERG,11,30,9.445337631
sotalol,hERG,11,30,13.56153708
sotalol,hERG,11,30,3.881418263
sotalol,hERG,11,30,10.09417988
sotalol,hERG,11,99.99,22.22668817
sotalol,hERG,11,99.99,27.75019678
sotalol,hERG,11,99.99,16.04523214
sotalol,hERG,11,99.99,33.30113459
sotalol,hERG,11,300,42.96623797
sotalol,hERG,11,300,46.79905962
sotalol,hERG,11,300,33.74083161
sotalol,hERG,11,300,68.43757499
sotalol,hERG,12,10,-5.988735632
sotalol,hERG,12,10,5.874712644
sotalol,hERG,12,10,-4.148045977
sotalol,hERG,12,30,3.773333333
sotalol,hERG,12,30,10.23103448
sotalol,hERG,12,30,8.164137931
sotalol,hERG,12,30,7.765862069
sotalol,hERG,12,100,19.11586207
sotalol,hERG,12,100,34.27517241
sotalol,hERG,12,100,28.72643678
sotalol,hERG,12,100,30.58436782
sotalol,hERG,12,100,30.62862069
sotalol,hERG,12,300,43.75471264
sotalol,hERG,12,300,46.80045977
sotalol,hERG,12,300,40.58218391
sotalol,hERG,13,9.99,3.7
sotalol,hERG,13,30,3.7
sotalol,hERG,13,99.9,22.4
sotalol,hERG,13,300,32
sotalol,hERG,13,9.99,4.7
sotalol,hERG,13,30,4.4
sotalol,hERG,13,99.9,27.3
sotalol,hERG,13,300,42.2
sotalol,hERG,13,9.99,2.2
sotalol,hERG,13,30,1.6
sotalol,hERG,13,99.9,24.7
sotalol,hERG,13,300,34.6
sotalol,hERG,13,9.99,7.2
sotalol,hERG,13,30,4.9
sotalol,hERG,13,99.9,20.5
sotalol,hERG,13,300,29.1
sotalol,hERG,13,9.99,-1.5
sotalol,hERG,13,30,-3.1
sotalol,hERG,13,99.9,20.8
sotalol,hERG,13,300,30.8
sotalol,hERG,13,9.99,1.7
sotalol,hERG,13,30,4.7
sotalol,hERG,13,99.9,40.2
sotalol,hERG,13,300,56.2
sotalol,hERG,13,9.99,12.6
sotalol,hERG,13,30,8.5
sotalol,hERG,13,99.9,16.1
sotalol,hERG,13,300,22.7
sotalol,hERG,13,9.99,6.8
sotalol,hERG,13,30,8.9
sotalol,hERG,13,99.9,41.7
sotalol,hERG,13,300,53.6
sotalol,hERG,13,9.99,7.6
sotalol,hERG,13,30,6.8
sotalol,hERG,13,99.9,23.6
sotalol,hERG,13,300,29.8
tamoxifen,hERG,1,0.021,10.52023121
tamoxifen,hERG,1,0.021,0.81300813
tamoxifen,hERG,1,0.021,11.11111111
tamoxifen,hERG,1,0.21,22.89017341
tamoxifen,hERG,1,0.21,28.86178862
tamoxifen,hERG,1,0.21,28.57142857
tamoxifen,hERG,1,2.1,60.69364162
tamoxifen,hERG,1,2.1,85.46747967
tamoxifen,hERG,1,2.1,51.58730159
tamoxifen,hERG,1,10,98.49710983
tamoxifen,hERG,1,10,96.58536585
tamoxifen,hERG,1,10,98.41269841
tamoxifen,hERG,2,0.021,1.736973
tamoxifen,hERG,2,0.21,7.975223
tamoxifen,hERG,2,2.1,22.840552
tamoxifen,hERG,2,10,93.8816449
tamoxifen,hERG,2,0.021,22.349189
tamoxifen,hERG,2,0.21,17.707442
tamoxifen,hERG,2,2.1,72.459147
tamoxifen,hERG,2,10,96.5811966
tamoxifen,hERG,2,0.021,1.866181
tamoxifen,hERG,2,0.21,11.945813
tamoxifen,hERG,2,2.1,37.691002
tamoxifen,hERG,2,10,94.5991091
tamoxifen,hERG,2,2.1,64.88764
tamoxifen,hERG,2,10,84.409449
tamoxifen,hERG,2,2.1,66.666667
tamoxifen,hERG,2,10,82.967033
tamoxifen,hERG,3,10,102.808
tamoxifen,hERG,3,10,105.48
tamoxifen,hERG,3,2.1,50.453
tamoxifen,hERG,3,10,99.353
tamoxifen,hERG,3,2.1,54.098
tamoxifen,hERG,3,2.1,46.893
tamoxifen,hERG,3,0.021,-0.267
tamoxifen,hERG,3,0.021,-6.682
tamoxifen,hERG,3,0.021,8.52
tamoxifen,hERG,3,0.21,-7.358
tamoxifen,hERG,3,10,100.556
tamoxifen,hERG,3,0.21,10.801
tamoxifen,hERG,3,2.1,42.16
tamoxifen,hERG,3,0.21,-1.955
tamoxifen,hERG,3,0.021,-4.283
tamoxifen,hERG,3,0.21,17.976
tamoxifen,hERG,4,0.021,0
tamoxifen,hERG,4,0.21,7.415254
tamoxifen,hERG,4,2.1,20.83333
tamoxifen,hERG,4,10,55.47316
tamoxifen,hERG,4,0.021,0
tamoxifen,hERG,4,0.21,-12.1137
tamoxifen,hERG,4,2.1,-12.2632
tamoxifen,hERG,4,10,39.332
tamoxifen,hERG,4,0.021,0
tamoxifen,hERG,4,0.21,7.491639
tamoxifen,hERG,4,2.1,14.31438
tamoxifen,hERG,4,10,59.73244
tamoxifen,hERG,4,0.021,0
tamoxifen,hERG,4,0.21,-10.1316
tamoxifen,hERG,4,2.1,5.394737
tamoxifen,hERG,4,10,71.18421
tamoxifen,hERG,4,0.021,0
tamoxifen,hERG,4,0.21,18.11506
tamoxifen,hERG,4,2.1,29.25337
tamoxifen,hERG,4,10,69.52264
tamoxifen,hERG,4,0.021,0
tamoxifen,hERG,4,0.21,-3.663
tamoxifen,hERG,4,2.1,3.296703
tamoxifen,hERG,4,10,43.77289
tamoxifen,hERG,4,0.021,0
tamoxifen,hERG,4,0.21,8.794542
tamoxifen,hERG,4,2.1,5.610311
tamoxifen,hERG,4,10,71.721
tamoxifen,hERG,4,0.021,0
tamoxifen,hERG,4,0.21,8.513932
tamoxifen,hERG,4,2.1,13.390093
tamoxifen,hERG,4,10,37.4613
tamoxifen,hERG,4,0.021,0
tamoxifen,hERG,4,0.21,2.865014
tamoxifen,hERG,4,2.1,10.35813
tamoxifen,hERG,4,10,42.09366
tamoxifen,hERG,4,0.021,0
tamoxifen,hERG,4,0.21,2.40481
tamoxifen,hERG,4,2.1,1.670007
tamoxifen,hERG,4,10,30.89512
tamoxifen,hERG,4,0.021,0
tamoxifen,hERG,4,0.21,11.49826
tamoxifen,hERG,4,2.1,18.64112
tamoxifen,hERG,4,10,46.42857
tamoxifen,hERG,5,0.021,0
tamoxifen,hERG,5,0.021,1.773323053
tamoxifen,hERG,5,0.021,3.139534884
tamoxifen,hERG,5,0.21,2.421307506
tamoxifen,hERG,5,0.21,7.941403238
tamoxifen,hERG,5,0.21,7.209302326
tamoxifen,hERG,5,2.1,58.71670702
tamoxifen,hERG,5,2.1,40.16962221
tamoxifen,hERG,5,2.1,40.58139535
tamoxifen,hERG,5,10,95.45104086
tamoxifen,hERG,5,10,97.94188862
tamoxifen,hERG,5,10,100.1162791
tamoxifen,hERG,6,0.021,1.88
tamoxifen,hERG,6,0.021,2.33
tamoxifen,hERG,6,0.21,-2.44
tamoxifen,hERG,6,0.21,0.71
tamoxifen,hERG,6,2.1,38
tamoxifen,hERG,6,0.21,10.64
