Compound,Channel,Experiment,Dose,Response
ibutilide,hERG,4,0.01,20.08073
ibutilide,hERG,4,0.1,34.91423
ibutilide,hERG,4,1,105.0454
ibutilide,hERG,4,10,108.1736
ibutilide,hERG,4,0.01,4.909285
ibutilide,hERG,4,0.1,42.049093
ibutilide,hERG,4,1,99.466382
ibutilide,hERG,4,10,103.6286
ibutilide,hERG,4,0.01,15.98361
ibutilide,hERG,4,0.1,54.61066
ibutilide,hERG,4,1,98.05328
ibutilide,hERG,4,10,100.9221
ibutilide,hERG,4,0.01,30.67714
ibutilide,hERG,4,0.1,63.89824
ibutilide,hERG,4,1,96.9697
ibutilide,hERG,4,10,100
ibutilide,hERG,5,0.01,9.785932722
ibutilide,hERG,5,0.01,20.25862069
ibutilide,hERG,5,0.01,12.18637993
ibutilide,hERG,5,0.01,16.42619312
ibutilide,hERG,5,0.01,25.15592516
ibutilide,hERG,5,0.1,91.0099889
ibutilide,hERG,5,0.1,89.60244648
ibutilide,hERG,5,0.1,94.07327586
ibutilide,hERG,5,0.1,92.23416965
ibutilide,hERG,5,0.1,95.53014553
ibutilide,hERG,5,1,100
ibutilide,hERG,5,1,101.6648169
ibutilide,hERG,5,1,98.16513761
ibutilide,hERG,5,1,99.4612069
ibutilide,hERG,5,1,100.7276507
ibutilide,hERG,5,10,102.0474138
ibutilide,hERG,5,10,99.40262843
ibutilide,hERG,5,10,101.6648169
ibutilide,hERG,5,10,99.6941896
ibutilide,hERG,5,10,100.2079002
ibutilide,hERG,6,0.01,31.54
ibutilide,hERG,6,0.01,37.8
ibutilide,hERG,6,1,98.42
ibutilide,hERG,6,10,100.18
ibutilide,hERG,6,0.01,16.02
ibutilide,hERG,6,0.1,85.16
ibutilide,hERG,6,1,100.91
ibutilide,hERG,6,10,100.2
ibutilide,hERG,6,1,99.67
ibutilide,hERG,6,10,111.8
ibutilide,hERG,6,0.1,81.84
ibutilide,hERG,6,0.1,89.71
ibutilide,hERG,7,0.01,84.865
ibutilide,hERG,7,0.01,82.667
ibutilide,hERG,7,0.01,89.768
ibutilide,hERG,7,0.01,88.128
ibutilide,hERG,7,0.1,102.51
ibutilide,hERG,7,0.1,98.375
ibutilide,hERG,7,0.1,97.904
ibutilide,hERG,7,0.1,99.956
ibutilide,hERG,7,0.1,104.69
ibutilide,hERG,7,0.1,100.45
ibutilide,hERG,7,0.1,104.82
ibutilide,hERG,7,0.1,103.13
ibutilide,hERG,7,0.1,96.333
ibutilide,hERG,7,0.1,100
ibutilide,hERG,7,0.1,96.931
ibutilide,hERG,7,1,103.38
ibutilide,hERG,7,1,98.913
ibutilide,hERG,7,1,97.793
ibutilide,hERG,7,1,95.57
ibutilide,hERG,7,1,102.81
ibutilide,hERG,7,1,99.454
ibutilide,hERG,7,1,106.1
ibutilide,hERG,7,10,100.24
ibutilide,hERG,7,10,98.659
ibutilide,hERG,7,10,98.334
ibutilide,hERG,7,10,98.047
ibutilide,hERG,7,10,105.99
ibutilide,hERG,7,10,98.888
ibutilide,hERG,7,10,99.577
ibutilide,hERG,8,10,100
ibutilide,hERG,8,10,87.09
ibutilide,hERG,8,10,92.11
ibutilide,hERG,8,10,94.08
ibutilide,hERG,8,10,95.22
ibutilide,hERG,8,1,99.11
ibutilide,hERG,8,1,96.3
ibutilide,hERG,8,1,101.39
ibutilide,hERG,8,1,95.07
ibutilide,hERG,8,1,97.83
ibutilide,hERG,8,1,104.73
ibutilide,hERG,8,0.1,98.98
ibutilide,hERG,8,0.1,106.42
ibutilide,hERG,8,0.1,96.75
ibutilide,hERG,8,0.01,55.47
ibutilide,hERG,8,0.01,16.49
ibutilide,hERG,8,0.01,55.45
ibutilide,hERG,8,0.01,77.37
ibutilide,hERG,8,0.01,57.3
ibutilide,hERG,8,0.01,56.31
ibutilide,hERG,8,0.01,40.97
ibutilide,hERG,8,0.01,42.18
ibutilide,hERG,9,1.00E-04,1.52
ibutilide,hERG,9,1.00E-04,5.77
ibutilide,hERG,9,1.00E-04,12.6
ibutilide,hERG,9,0.001,10.1
ibutilide,hERG,9,0.001,12.4
ibutilide,hERG,9,0.001,15.4
ibutilide,hERG,9,0.001,19.5
ibutilide,hERG,9,0.001,20.5
ibutilide,hERG,9,0.01,76.6
ibutilide,hERG,9,0.01,81.2
ibutilide,hERG,9,0.01,81.9
ibutilide,hERG,9,0.01,86.6
ibutilide,hERG,9,0.01,87.5
ibutilide,hERG,9,0.01,91.1
ibutilide,hERG,9,0.01,91.7
ibutilide,hERG,9,0.1,98.6
ibutilide,hERG,9,0.1,98.7
ibutilide,hERG,9,0.1,99.1
ibutilide,hERG,9,0.1,99.7
ibutilide,hERG,9,0.1,100
ibutilide,hERG,9,0.1,100
ibutilide,hERG,9,0.1,102
ibutilide,hERG,9,1,102
ibutilide,hERG,9,1,103
ibutilide,hERG,9,1,103
ibutilide,hERG,9,10,98.4
ibutilide,hERG,9,10,101
ibutilide,hERG,9,10,102
ibutilide,hERG,9,10,105
loratadine,hERG,1,0.00045,31.2195122
loratadine,hERG,1,0.00045,10.47619048
loratadine,hERG,1,0.00045,16.6454892
loratadine,hERG,1,0.0045,45.85365854
loratadine,hERG,1,0.0045,24.76190476
loratadine,hERG,1,0.0045,30.11435832
loratadine,hERG,1,0.45,62.43902439
loratadine,hERG,1,0.45,45.95238095
loratadine,hERG,1,0.45,46.37865311
loratadine,hERG,1,35,100
loratadine,hERG,1,35,99.07142857
loratadine,hERG,1,35,95.04447268
loratadine,hERG,2,0.00045,0.125945
loratadine,hERG,2,0.0045,9.92823
loratadine,hERG,2,0.45,16.814159
loratadine,hERG,2,35,91.6083916
loratadine,hERG,2,0.00045,0.3861
loratadine,hERG,2,0.0045,17.357387
loratadine,hERG,2,0.45,13.513514
loratadine,hERG,2,35,92.0944559
loratadine,hERG,2,0.00045,9.759358
loratadine,hERG,2,0.0045,5.308219
loratadine,hERG,2,0.45,10.475852
loratadine,hERG,2,35,92.1325052
loratadine,hERG,3,0.00045,18.304
loratadine,hERG,3,0.00045,8.937
loratadine,hERG,3,0.45,26.613
loratadine,hERG,3,0.45,17.1
loratadine,hERG,3,0.00045,9.189
loratadine,hERG,3,0.00045,8.939
loratadine,hERG,3,0.0045,2.494
loratadine,hERG,3,0.0045,10.537
loratadine,hERG,3,0.0045,6.648
loratadine,hERG,3,0.0045,12.926
loratadine,hERG,3,0.45,19.379
loratadine,hERG,3,0.45,15.496
loratadine,hERG,3,35,104.042
loratadine,hERG,3,35,108.32
loratadine,hERG,3,35,104.562
loratadine,hERG,3,35,105.153
loratadine,hERG,4,0.00045,16.344579
loratadine,hERG,4,0.0045,14.215526
loratadine,hERG,4,0.45,11.955454
